Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,RTHI,,LWRA
All Timesteps RMSE,0.0234363,0,0,0,0,0.0334716,0,0,0,0,0,0,0.0357333,0.0283997,0.0338867,0.0118719,0,0,0.0337526,0,0.0281642,0.0303143,0.0380313,0.0361573,0.0116381,0.0195815,0.0319543,0.0264879,0.0188968,0.0217291,0.0197093,0.00991202,0.0130569,0.0118337,0.0157899,0.0377992,0.0278525,0.0290027,0.0200389,0.0335496,0.0213072,0.0145092,0.0272121,0,0,0.0286374,0,0.0328848,0.024518,0.0389929,0.0285092,0.0169924,0.0398709,0.0290008,0.0363979,0.0152944,0.0231863,0.0162699,0.0300158,0.0326864,0.0172095,0.0272193,0.0151717,0.0178019,0.0221965,0.0305869,0.0329777,0.0153973,0,0,0.0908884,0,0.0217674
0,0.0203104,0,0,0,0,0.0380561,0,0,0,0,0,0,0.0358796,0.0309971,0.0340895,0.0100277,0,0,0.0432698,0,0.0294656,0.0391639,0.0393269,0.0367918,0.0126795,0.0198981,0.0322562,0.0211384,0.0174478,0.0208209,0.0194251,0.00979752,0.011589,0.011106,0.0158281,0.0369371,0.0328879,0.0362888,0.0126662,0.0365765,0.0200599,0.0133067,0.0232382,0,0,0.0290286,0,0.0365822,0.0224713,0.0389466,0.0274631,0.0162826,0.0257932,0.0302245,0.040217,0.0152616,0.0121857,0.00881612,0.0227393,0.0361956,0.0171985,0.0217934,0.00659084,0.0195683,0.017376,0.0229729,0.0389728,0.0125416,0,0,0,0,0
1,0.0201168,0,0,0,0,0.0371833,0,0,0,0,0,0,0.0346765,0.0309645,0.0330402,0.0101336,0,0,0.0434141,0,0.0294765,0.0390828,0.039251,0.0373793,0.0125152,0.0198083,0.0324069,0.0197934,0.0171676,0.0209539,0.0191147,0.00998339,0.0113724,0.0111025,0.0156139,0.0355463,0.0328609,0.0363627,0.0122625,0.0364553,0.0193457,0.0133471,0.0230484,0,0,0.0289815,0,0.0364124,0.0223757,0.0390277,0.0271122,0.0161917,0.0260748,0.030526,0.0392687,0.015442,0.01237,0.00847641,0.0228267,0.0360354,0.0166908,0.0216387,0.00511266,0.0188674,0.0175879,0.0231867,0.0380906,0.0125886,0,0,0.00260151,0,0
2,0.020363,0,0,0,0,0.0369428,0,0,0,0,0,0,0.033777,0.030906,0.0323021,0.00991942,0,0,0.0435669,0,0.0294463,0.0390547,0.0391983,0.036817,0.0125282,0.0201218,0.0325433,0.0193841,0.0170281,0.0212612,0.0191686,0.0102539,0.0113071,0.0111266,0.0151792,0.0348092,0.0328411,0.0364035,0.0131513,0.0363354,0.0203997,0.0134013,0.0230807,0,0,0.0289616,0,0.0361578,0.0224221,0.0390306,0.0284811,0.0161071,0.0266558,0.0307697,0.0388068,0.0155639,0.0124503,0.00903685,0.0232621,0.0359864,0.0173075,0.0222957,0.00531533,0.0181333,0.0177288,0.0236067,0.0377888,0.0129586,0,0,0,0,0
3,0.0206592,0,0,0,0,0.0368477,0,0,0,0,0,0,0.0327337,0.0308587,0.0314259,0.00987397,0,0,0.0437313,0,0.0294092,0.0390792,0.0390526,0.0360752,0.0125007,0.0202335,0.0325537,0.0190906,0.0168007,0.0213454,0.0190363,0.0104753,0.0113266,0.0112694,0.0147867,0.0339158,0.0327636,0.0364593,0.012751,0.0362107,0.0195968,0.0133851,0.0230412,0,0,0.0287668,0,0.035918,0.0225419,0.0390981,0.0277343,0.0160841,0.0265032,0.0309337,0.0384684,0.015439,0.0122929,0.00856513,0.0230828,0.0357777,0.0168132,0.0220601,0.00443339,0.0174359,0.017839,0.0240353,0.0377247,0.0133215,0,0,0.00250123,0,0
4,0.0210247,0,0,0,0,0.036887,0,0,0,0,0,0,0.0319636,0.0308196,0.0307351,0.00973537,0,0,0.0439195,0,0.0293614,0.0390868,0.0389533,0.0358799,0.0124089,0.0202721,0.0325035,0.0189192,0.0165153,0.0213133,0.0188378,0.0106657,0.0112854,0.011415,0.014399,0.033017,0.0328014,0.0364912,0.012769,0.0360884,0.0195902,0.0134144,0.0228796,0,0,0.0284632,0,0.0356766,0.0226386,0.0391374,0.0278849,0.0160167,0.0265634,0.0310103,0.0381374,0.0152667,0.0121398,0.00846844,0.0231867,0.0354278,0.0168159,0.0222191,0.00419815,0.0168035,0.0183833,0.0243144,0.0377516,0.0136618,0,0,0.00256008,0,0
5,0.0214189,0,0,0,0,0.0369518,0,0,0,0,0,0,0.0313871,0.0307774,0.0302439,0.00965765,0,0,0.0441098,0,0.0293074,0.0390638,0.0388364,0.0362362,0.0123,0.0200858,0.0323477,0.0188017,0.0161248,0.0211054,0.0184626,0.0106967,0.0110755,0.0113988,0.0140885,0.0323127,0.032985,0.0364732,0.0127737,0.0359697,0.0196493,0.0134239,0.0229744,0,0,0.028174,0,0.0354671,0.0226771,0.0392538,0.0281983,0.0160002,0.0267598,0.0310199,0.0377183,0.0151878,0.0120755,0.00836736,0.0234534,0.0352746,0.0168277,0.0225025,0.00407158,0.0162058,0.0188605,0.0244693,0.0377685,0.0140916,0,0,0.00266581,0,0
6,0.0218097,0,0,0,0,0.0370364,0,0,0,0,0,0,0.0310844,0.0307428,0.0300636,0.00956024,0,0,0.0442996,0,0.0292785,0.0390096,0.0386958,0.0363326,0.0122027,0.019795,0.0321508,0.0185456,0.0157292,0.0208314,0.0180778,0.0105874,0.0108073,0.011436,0.0138451,0.0319666,0.0331837,0.0364561,0.0128823,0.0358667,0.019767,0.013373,0.0231597,0,0,0.0279307,0,0.0353043,0.0227056,0.0393934,0.0285541,0.016031,0.0270638,0.0310048,0.0373243,0.0151348,0.0120719,0.0084328,0.023765,0.0352237,0.0168795,0.0228053,0.0040497,0.0156638,0.0191255,0.0244998,0.0377713,0.0145702,0,0,0.0027592,0,0
7,0.0222379,0,0,0,0,0.0371892,0,0,0,0,0,0,0.0308871,0.0307151,0.0299053,0.00938299,0,0,0.0445234,0,0.0292594,0.0389419,0.038589,0.0366935,0.0121356,0.0193749,0.0319639,0.0184047,0.0153532,0.0204787,0.0176388,0.010515,0.0105765,0.01153,0.0136496,0.0316083,0.0334509,0.0363979,0.0131027,0.0357641,0.0198426,0.0133947,0.0234195,0,0,0.0277094,0,0.0351572,0.0226125,0.0394929,0.0287771,0.0160559,0.0273909,0.0309752,0.03706,0.0150933,0.0121122,0.0086189,0.0239919,0.035179,0.0168868,0.0230738,0.00403758,0.0150306,0.0192628,0.0244119,0.0378795,0.0150698,0,0,0.00297942,0,0
8,0.0226743,0,0,0,0,0.0373532,0,0,0,0,0,0,0.0306084,0.0306761,0.0296845,0.00936085,0,0,0.0448209,0,0.0292275,0.0389058,0.0384665,0.0365836,0.0120723,0.0190403,0.031777,0.0183187,0.0150161,0.0201249,0.0172201,0.0104792,0.0104066,0.0116029,0.013418,0.0312354,0.0336961,0.0363694,0.0133355,0.0356825,0.0198138,0.013455,0.0237333,0,0,0.0273788,0,0.0350447,0.0225329,0.0395559,0.0289306,0.0160558,0.027625,0.030937,0.0368491,0.015075,0.0121329,0.00878559,0.0241377,0.0350887,0.0167978,0.0232868,0.00398022,0.014626,0.0192667,0.0242824,0.0380486,0.0155856,0,0,0.00340145,0,0
9,0.0231094,0,0,0,0,0.0375096,0,0,0,0,0,0,0.0303281,0.0306312,0.0293531,0.009488,0,0,0.0451982,0,0.0291788,0.0389257,0.0383344,0.0361973,0.0120229,0.0188353,0.0316014,0.0182514,0.0146965,0.0198064,0.0168457,0.0104075,0.0103782,0.0116878,0.0131726,0.0308102,0.0339209,0.0364062,0.0133846,0.0356237,0.0197328,0.0134986,0.0240548,0,0,0.0269636,0,0.0349599,0.0224193,0.0396496,0.0290031,0.0161128,0.0276859,0.0308103,0.0366746,0.0151132,0.0121098,0.00890122,0.0241625,0.0349755,0.0166843,0.0233984,0.00390704,0.0143764,0.0192125,0.0242154,0.0382197,0.0160588,0,0,0.00342137,0,0
10,0.0235424,0,0,0,0,0.0376576,0,0,0,0,0,0,0.0299432,0.0305694,0.0288933,0.00956557,0,0,0.0455482,0,0.0291174,0.038973,0.038292,0.0363712,0.011971,0.0187385,0.0314329,0.0181927,0.0143461,0.0194823,0.0164872,0.0103381,0.0104858,0.0117425,0.0129598,0.0303075,0.0340453,0.0364875,0.0139396,0.035607,0.0207095,0.0136607,0.0244089,0,0,0.0266553,0,0.0349168,0.0222825,0.0396701,0.0302798,0.0161974,0.0282166,0.0306387,0.0365211,0.0152514,0.0125679,0.0095416,0.0245897,0.0348689,0.0172263,0.0241302,0.00403051,0.0140225,0.0191928,0.0241953,0.0383006,0.016504,0,0,0,0,0
11,0.0239315,0,0,0,0,0.0378179,0,0,0,0,0,0,0.0295702,0.0305252,0.0285652,0.00959679,0,0,0.0458764,0,0.0290558,0.0391344,0.0380888,0.0364142,0.0119225,0.0185596,0.0313203,0.0180737,0.0140885,0.0192324,0.016188,0.0102903,0.0106256,0.0117902,0.0127784,0.0298776,0.0341576,0.0366478,0.0132771,0.035604,0.0196391,0.0136334,0.0247685,0,0,0.0264042,0,0.0348873,0.0221352,0.0398464,0.0290701,0.0162326,0.0277152,0.030605,0.036378,0.0152542,0.0125273,0.00890286,0.0241774,0.0347413,0.0166335,0.0235954,0.00399028,0.0138399,0.0192715,0.0242456,0.0384136,0.0169336,0,0,0.0025498,0,0
12,0.0242217,0,0,0,0,0.0379122,0,0,0,0,0,0,0.0294152,0.030495,0.0285443,0.00962043,0,0,0.0460957,0,0.0289763,0.0393512,0.0379589,0.035823,0.0118618,0.0183273,0.0311963,0.0179798,0.0137831,0.0189386,0.0158931,0.010206,0.0107124,0.011925,0.0126311,0.0297906,0.0344521,0.0368272,0.0129484,0.0356058,0.0194513,0.0136188,0.0250995,0,0,0.026188,0,0.0348541,0.0221088,0.03998,0.0289228,0.0162066,0.02746,0.0304966,0.0362529,0.0153293,0.0126747,0.00880929,0.0239956,0.0346589,0.0165905,0.0234897,0.00381434,0.0136866,0.0194537,0.0243704,0.0384906,0.0172713,0,0,0.0028296,0,0
13,0.0244676,0,0,0,0,0.0379509,0,0,0,0,0,0,0.0295712,0.0304608,0.0286652,0.00966607,0,0,0.046164,0,0.0288751,0.0395232,0.0378292,0.0357584,0.0117583,0.0180973,0.0310794,0.0180645,0.0134765,0.0186104,0.0155841,0.0100754,0.0106112,0.0119743,0.0126,0.0299882,0.0346316,0.0369647,0.0125787,0.0356282,0.0191847,0.0134359,0.0254032,0,0,0.0260017,0,0.0348319,0.0222005,0.0400637,0.0287254,0.0161964,0.0271083,0.0303931,0.0361133,0.0154503,0.0127703,0.00865554,0.0237857,0.0346338,0.0164871,0.0233218,0.00373653,0.0136064,0.0196219,0.0245216,0.0385786,0.0175607,0,0,0.00520187,0,0
14,0.0246887,0,0,0,0,0.0379617,0,0,0,0,0,0,0.0301731,0.0304278,0.0289388,0.00977272,0,0,0.046192,0,0.028794,0.03959,0.0377051,0.0363506,0.0116446,0.0179186,0.0309579,0.0181812,0.013238,0.0184092,0.0153109,0.00993696,0.0103122,0.0118375,0.0126831,0.0301294,0.034721,0.0370735,0.0122479,0.0356916,0.0189952,0.013376,0.025633,0,0,0.0258898,0,0.0348407,0.0223674,0.0401066,0.0285874,0.0162088,0.0268062,0.0302652,0.0359907,0.0155412,0.0129013,0.00870374,0.0236605,0.0347207,0.01644,0.023237,0.0037978,0.0134897,0.0197417,0.0247431,0.0386345,0.0178284,0,0,0.00547963,0,0
15,0.0248949,0,0,0,0,0.0379746,0,0,0,0,0,0,0.0307562,0.0303786,0.029258,0.0099131,0,0,0.0462715,0,0.0287219,0.0395291,0.0383367,0.0364089,0.0114834,0.0176752,0.0309393,0.0185013,0.0128303,0.0183017,0.0149632,0.00972507,0.0101431,0.0118018,0.0126954,0.0306067,0.0347454,0.0370682,0.0247334,0.0357467,0.0248694,0.0139124,0.0258673,0,0,0.0257419,0,0.0348563,0.022499,0.0382061,0.0349513,0.0162679,0.0458117,0.0299358,0.0360023,0,0.0274794,0.0183718,0.0347302,0.0328577,0.0186996,0.0311473,0.0189277,0.0134104,0.0198346,0.0249989,0.0385953,0.0179054,0,0,0.0270183,0,0
16,0.0251472,0,0,0,0,0.0380564,0,0,0,0,0,0,0.0313661,0.030314,0.0295847,0.0101981,0,0,0.0463636,0,0.0286651,0.0393015,0.0382464,0.0367202,0.0114984,0.017464,0.0312083,0.0186122,0.0127962,0.0183862,0.0148109,0.0095612,0.00982266,0.0117412,0.0128158,0.0310261,0.0348226,0.0368921,0.0262146,0.0357808,0.0259952,0.0137781,0.0260919,0,0,0.0257157,0,0.0348335,0.0225857,0.0384037,0.0353714,0.0161105,0.0453092,0.0302537,0.0359454,0,0.027025,0.0181763,0.0341869,0.032657,0.0183257,0.0309613,0.0197232,0.0129668,0.0198174,0.0251909,0.0386462,0.0180255,0,0,0.079,0,0
17,0.0253762,0,0,0,0,0.0382104,0,0,0,0,0,0,0.0317077,0.0302722,0.0298961,0.0104418,0,0,0.0464672,0,0.0286162,0.0391235,0.0381469,0.0367568,0.0114822,0.0172909,0.031447,0.0185102,0.0128502,0.0184649,0.0147155,0.00927579,0.00956935,0.0117516,0.0129284,0.0313743,0.0350656,0.0367264,0.0263302,0.035786,0.0259612,0.0137628,0.0263472,0,0,0.0257869,0,0.0348022,0.0225834,0.0384377,0.0348564,0.0160966,0.0436843,0.0304798,0.035949,0,0.0259069,0.0174274,0.0330348,0.0325933,0.0176229,0.0300584,0.0199703,0.0125615,0.0195012,0.025265,0.0387397,0.0180602,0,0,0.100063,0,0
18,0.0256165,0,0,0,0,0.0383812,0,0,0,0,0,0,0.0319833,0.0302414,0.030181,0.0105226,0,0,0.0463785,0,0.0285615,0.0390553,0.0381088,0.0373613,0.01145,0.0171697,0.0316022,0.0185222,0.0129768,0.0184589,0.0146916,0.00905534,0.00937081,0.0116989,0.0131004,0.0316679,0.0350266,0.036679,0.0260383,0.0357921,0.0257815,0.0139134,0.0266425,0,0,0.0260554,0,0.0348169,0.0225013,0.0384248,0.0345219,0.0161239,0.0433364,0.0305186,0.0359905,0,0.0257457,0.0170208,0.0328315,0.0325543,0.0175465,0.0298418,0.0198126,0.0125488,0.0189593,0.0253434,0.0388548,0.0181273,0,0,0.0996564,0,0
19,0.0258507,0,0,0,0,0.0385376,0,0,0,0,0,0,0.0323567,0.0302175,0.03049,0.0106441,0,0,0.0462732,0,0.0284791,0.039067,0.0381008,0.0378993,0.0114139,0.0170927,0.0317041,0.0186129,0.0131515,0.0184807,0.0147641,0.00889273,0.00921289,0.0115665,0.0132836,0.0320255,0.0348022,0.0367337,0.0260678,0.0358307,0.025683,0.0140886,0.0269137,0,0,0.0264166,0,0.0348636,0.0224919,0.0383837,0.0346295,0.0162219,0.0435415,0.0304639,0.0360252,0,0.0259077,0.014978,0.0329814,0.0325002,0.0175501,0.0299328,0.0200439,0.0125063,0.0189101,0.0254365,0.038984,0.0182143,0,0,0.0967895,0,0
20,0.0260339,0,0,0,0,0.0386446,0,0,0,0,0,0,0.032772,0.0302061,0.0308572,0.0107406,0,0,0.0462028,0,0.0283832,0.0391118,0.0381037,0.0379921,0.0113859,0.0169902,0.0318298,0.018707,0.0133519,0.0184896,0.0148717,0.00869479,0.00905595,0.0114131,0.013455,0.0326818,0.0348368,0.0368494,0.0261687,0.0358827,0.0256024,0.0141304,0.027137,0,0,0.02693,0,0.0349441,0.0225358,0.038359,0.0346633,0.0163658,0.0437416,0.030417,0.0360653,0,0.0259222,0.0120729,0.0331245,0.0324778,0.0175264,0.0299859,0.0203298,0.0126778,0.0188426,0.0255098,0.0390995,0.0182632,0,0,0.0963039,0,0
21,0.0261667,0,0,0,0,0.038738,0,0,0,0,0,0,0.0332517,0.030198,0.0311749,0.0108146,0,0,0.0462009,0,0.0282868,0.0391516,0.0381622,0.0378325,0.0113618,0.0168775,0.0320291,0.0188431,0.0135407,0.0183989,0.014951,0.00845122,0.00884557,0.0113054,0.0136562,0.0334789,0.0349094,0.0369584,0.026154,0.0359564,0.025533,0.0141092,0.0273818,0,0,0.0276251,0,0.0350545,0.0226691,0.0383867,0.0345472,0.0163827,0.0437161,0.0303991,0.0361881,0,0.0256594,0.0144851,0.03312,0.0324448,0.0175038,0.0299611,0.0203572,0.0129043,0.0185392,0.025467,0.0391889,0.0182686,0,0,0.0965219,0,0
22,0.0262476,0,0,0,0,0.0387954,0,0,0,0,0,0,0.0337862,0.0302113,0.0315038,0.0109193,0,0,0.04621,0,0.0282357,0.0391379,0.0382226,0.0377,0.0113323,0.0168874,0.0321358,0.0189922,0.0137603,0.0183647,0.015108,0.0082481,0.00863919,0.011202,0.0138663,0.0343054,0.0352192,0.0370146,0.0261856,0.0360193,0.0255886,0.0140648,0.0276503,0,0,0.0283121,0,0.0351643,0.0229686,0.0384402,0.0345245,0.0164098,0.0436994,0.0303431,0.0363171,0,0.0253969,0.0163725,0.0331243,0.0324232,0.0175098,0.0299631,0.0203702,0.0131496,0.0180319,0.0253146,0.0391763,0.0182223,0,0,0.0965254,0,0
23,0.0263225,0,0,0,0,0.038904,0,0,0,0,0,0,0.0343183,0.0302362,0.0318646,0.0110537,0,0,0.0462666,0,0.0282177,0.0390658,0.0382318,0.0375797,0.0113151,0.0171297,0.0321531,0.0192315,0.0140765,0.0185129,0.0154804,0.00815403,0.00864685,0.0110861,0.0141061,0.0349742,0.0354753,0.0370063,0.026281,0.0360621,0.0258357,0.0142867,0.0278888,0,0,0.0289979,0,0.03526,0.0232269,0.0384691,0.0346215,0.0164855,0.0437799,0.0303106,0.0364758,0,0.0252615,0.0165471,0.033187,0.0324125,0.0175235,0.0299853,0.0204581,0.0136221,0.0174864,0.0252197,0.0391195,0.0181072,0,0,0.096378,0,0
24,0.0264101,0,0,0,0,0.0390049,0,0,0,0,0,0,0.0347015,0.030289,0.0322065,0.0110616,0,0,0.0463916,0,0.0282265,0.0390828,0.0382721,0.0373724,0.0113556,0.0176675,0.0321657,0.0194999,0.0146315,0.0189281,0.0161591,0.00828216,0.00895911,0.011031,0.0143367,0.0352667,0.0357118,0.0370096,0.0263594,0.0360582,0.0258959,0.0146016,0.0280877,0,0,0.0295452,0,0.0353011,0.0234813,0.0384747,0.0346572,0.0166155,0.0439594,0.0303204,0.0366489,0,0.0252146,0.0162476,0.0332986,0.0325069,0.017582,0.0300119,0.0204819,0.0140467,0.0168426,0.0253351,0.0390416,0.0178986,0,0,0.0962967,0,0
25,0.0265646,0,0,0,0,0.0390766,0,0,0,0,0,0,0.0350063,0.0303367,0.032441,0.0111083,0,0,0.0466352,0,0.028221,0.0392306,0.0383701,0.0369056,0.0114491,0.0183957,0.032203,0.0198169,0.0154743,0.0196395,0.0171113,0.00859922,0.00938171,0.0110161,0.0145186,0.0354212,0.0358523,0.0370635,0.0258212,0.0359843,0.0253845,0.0148127,0.0283233,0,0,0.0298816,0,0.0352664,0.0236222,0.0384107,0.0340573,0.0167915,0.0438645,0.030336,0.0368096,0,0.0250133,0.0161464,0.033255,0.03277,0.017715,0.0298702,0.0199,0.0145821,0.0163335,0.0254246,0.0389548,0.0176564,0,0,0.0962422,0,0
26,0.0267391,0,0,0,0,0.0391503,0,0,0,0,0,0,0.0351436,0.0303628,0.0326074,0.0109261,0,0,0.0468228,0,0.0281976,0.0394421,0.0384462,0.0367181,0.011504,0.0191854,0.0321644,0.0201051,0.0165712,0.0205826,0.0182331,0.00901561,0.00987805,0.0109508,0.0146617,0.0356223,0.0359192,0.0371742,0.0252937,0.0359381,0.0249983,0.0148348,0.0286157,0,0,0.0302472,0,0.0352645,0.0237118,0.0383859,0.0336013,0.0168502,0.0437066,0.0303,0.0370482,0,0.024811,0.0162264,0.0331813,0.0327188,0.0178186,0.0298065,0.0193974,0.0151571,0.016173,0.0254493,0.038914,0.0174627,0,0,0.0961551,0,0
27,0.026865,0,0,0,0,0.0391696,0,0,0,0,0,0,0.0351474,0.030399,0.032624,0.0108054,0,0,0.0469862,0,0.028165,0.0397094,0.0385002,0.0364484,0.0115693,0.0198558,0.0320422,0.0203606,0.0177395,0.0214799,0.0192514,0.00948601,0.0105602,0.0110672,0.0147673,0.0358297,0.0362281,0.0373505,0.0247662,0.0359171,0.024649,0.0147183,0.0288422,0,0,0.0306029,0,0.0352516,0.0237647,0.0384268,0.0332365,0.0168945,0.0435658,0.0302526,0.0373274,0,0.0246897,0.0162451,0.0331081,0.0326979,0.0179443,0.0297612,0.0188738,0.0155826,0.0166349,0.0255422,0.0388439,0.0173971,0,0,0.0961231,0,0
